,average,code,reference,speed,travelTimeMinutes,type,score,c-Value,speedBucket,segmentClosed,date,time
1006,42.0,443275412,42.0,40.0,1.975,XDS,30.0,96.0,3.0,,2022-09-20,10:16
1007,40.0,443275413,40.0,31.0,0.705,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1008,77.0,365695893,79.0,74.0,0.639,XDS,30.0,57.0,3.0,,2022-09-20,10:16
1009,77.0,365695813,79.0,61.0,0.843,XDS,30.0,57.0,2.0,,2022-09-20,10:16
1010,72.0,365695794,76.0,69.0,0.743,XDS,30.0,94.0,2.0,,2022-09-20,10:16
1011,72.0,365695875,76.0,60.0,0.78,XDS,30.0,94.0,2.0,,2022-09-20,10:16
1012,53.0,365693994,53.0,63.0,0.884,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1013,53.0,365744686,53.0,43.0,1.192,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1014,47.0,365649451,51.0,40.0,1.286,XDS,30.0,87.0,2.0,,2022-09-20,10:16
1015,48.0,365649387,51.0,35.0,1.464,XDS,30.0,85.0,2.0,,2022-09-20,10:16
1016,60.0,365649406,63.0,55.0,0.864,XDS,30.0,99.0,2.0,,2022-09-20,10:16
1017,58.0,332769380,60.0,50.0,1.158,XDS,30.0,99.0,2.0,,2022-09-20,10:16
1018,55.0,365638072,56.0,58.0,0.998,XDS,30.0,94.0,3.0,,2022-09-20,10:16
1019,61.0,443276012,63.0,63.0,0.767,XDS,30.0,83.0,3.0,,2022-09-20,10:16
1020,50.0,332592876,50.0,47.0,1.223,XDS,30.0,74.0,3.0,,2022-09-20,10:16
1021,51.0,365668378,51.0,68.0,0.828,XDS,30.0,69.0,3.0,,2022-09-20,10:16
1022,39.0,443257469,43.0,42.0,2.046,XDS,30.0,89.0,3.0,,2022-09-20,10:16
1023,35.0,443257474,40.0,40.0,2.149,XDS,20.0,,3.0,,2022-09-20,10:16
1024,48.0,443257470,51.0,37.0,1.854,XDS,30.0,85.0,2.0,,2022-09-20,10:16
1025,58.0,443257472,64.0,60.0,1.597,XDS,20.0,,2.0,,2022-09-20,10:16
1026,45.0,443257473,48.0,45.0,1.525,XDS,20.0,,3.0,,2022-09-20,10:16
1027,68.0,443257471,69.0,63.0,1.496,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1028,39.0,365769821,40.0,39.0,1.437,XDS,20.0,,3.0,,2022-09-20,10:16
1029,39.0,365769824,40.0,31.0,1.82,XDS,30.0,94.0,2.0,,2022-09-20,10:16
1030,63.0,365767494,69.0,63.0,1.248,XDS,20.0,,2.0,,2022-09-20,10:16
1031,64.0,365767496,69.0,58.0,1.334,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1032,48.0,443269852,55.0,60.0,1.577,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1033,48.0,443269851,55.0,47.0,1.98,XDS,20.0,,2.0,,2022-09-20,10:16
1034,68.0,365755349,66.0,61.0,1.408,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1035,61.0,365663304,64.0,66.0,1.219,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1036,69.0,365755302,69.0,64.0,1.342,XDS,20.0,,3.0,,2022-09-20,10:16
1037,45.0,460604783,47.0,43.0,1.954,XDS,20.0,,3.0,,2022-09-20,10:16
1038,63.0,365663358,68.0,77.0,1.045,XDS,30.0,79.0,3.0,,2022-09-20,10:16
1039,35.0,365767480,39.0,29.0,2.309,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1040,34.0,365767432,39.0,34.0,1.97,XDS,20.0,,2.0,,2022-09-20,10:16
1041,51.0,460604782,53.0,56.0,1.535,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1042,37.0,365760108,43.0,37.0,1.929,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1043,45.0,365760055,47.0,53.0,1.347,XDS,30.0,11.0,3.0,,2022-09-20,10:16
1044,26.0,332872793,31.0,23.0,0.455,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1045,77.0,264176215,82.0,79.0,0.682,XDS,20.0,,3.0,,2022-09-20,10:16
1046,77.0,252978235,82.0,79.0,0.682,XDS,20.0,,3.0,,2022-09-20,10:16
1047,77.0,253049584,79.0,76.0,0.709,XDS,20.0,,3.0,,2022-09-20,10:16
1048,77.0,263625601,79.0,76.0,0.709,XDS,20.0,,3.0,,2022-09-20,10:16
1049,72.0,365623629,77.0,63.0,0.776,XDS,30.0,95.0,2.0,,2022-09-20,10:16
1050,72.0,365620350,77.0,69.0,0.697,XDS,30.0,95.0,2.0,,2022-09-20,10:16
1051,79.0,332546574,82.0,89.0,0.543,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1052,79.0,365714654,82.0,82.0,0.59,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1053,79.0,365714666,85.0,63.0,0.78,XDS,30.0,85.0,2.0,,2022-09-20,10:16
1054,79.0,332861137,85.0,63.0,0.768,XDS,30.0,85.0,2.0,,2022-09-20,10:16
1055,80.0,365781104,82.0,63.0,0.78,XDS,30.0,40.0,2.0,,2022-09-20,10:16
1056,74.0,365620330,80.0,74.0,0.649,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1057,74.0,365623618,80.0,76.0,0.64,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1058,79.0,365781088,82.0,77.0,0.62,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1059,79.0,365728848,82.0,66.0,0.712,XDS,30.0,95.0,2.0,,2022-09-20,10:16
1060,53.0,365714177,51.0,43.0,1.736,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1061,74.0,365714133,71.0,69.0,0.643,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1062,80.0,365728828,82.0,63.0,0.758,XDS,30.0,32.0,2.0,,2022-09-20,10:16
1063,63.0,365714152,68.0,80.0,0.563,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1064,51.0,365714198,55.0,40.0,1.91,XDS,30.0,96.0,2.0,,2022-09-20,10:16
1065,37.0,365770208,39.0,35.0,1.732,XDS,30.0,89.0,2.0,,2022-09-20,10:16
1066,43.0,365770212,42.0,40.0,1.516,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1067,29.0,443270422,34.0,26.0,1.363,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1068,31.0,443270425,32.0,26.0,1.417,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1069,32.0,443270424,34.0,31.0,1.611,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1070,34.0,443270423,35.0,34.0,1.421,XDS,30.0,88.0,3.0,,2022-09-20,10:16
1071,50.0,365668968,51.0,40.0,1.218,XDS,30.0,94.0,2.0,,2022-09-20,10:16
1072,50.0,365669008,50.0,48.0,1.019,XDS,30.0,94.0,3.0,,2022-09-20,10:16
1073,47.0,443270420,48.0,51.0,0.979,XDS,30.0,92.0,3.0,,2022-09-20,10:16
1074,47.0,443270421,48.0,27.0,1.783,XDS,30.0,92.0,1.0,,2022-09-20,10:16
1075,56.0,460603872,55.0,48.0,1.447,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1076,63.0,460603871,61.0,48.0,1.478,XDS,30.0,77.0,2.0,,2022-09-20,10:16
1077,43.0,365746369,43.0,35.0,0.59,XDS,30.0,95.0,2.0,,2022-09-20,10:16
1078,43.0,365778061,43.0,31.0,1.719,XDS,30.0,63.0,2.0,,2022-09-20,10:16
1079,43.0,365778063,47.0,39.0,1.402,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1080,50.0,365766466,51.0,47.0,1.733,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1081,48.0,365766485,48.0,42.0,1.939,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1082,42.0,365689400,45.0,26.0,0.481,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1083,37.0,365780129,39.0,31.0,1.971,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1084,35.0,365780133,39.0,35.0,1.689,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1085,56.0,365651785,58.0,51.0,1.557,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1086,34.0,431444574,39.0,34.0,0.316,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1087,51.0,443258385,56.0,39.0,1.343,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1088,34.0,431444573,39.0,27.0,0.397,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1089,51.0,365684032,56.0,42.0,1.215,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1090,55.0,365616697,58.0,48.0,1.145,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1091,53.0,365616750,58.0,50.0,1.122,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1092,60.0,332523714,61.0,51.0,1.557,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1093,60.0,365709529,64.0,74.0,0.787,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1094,64.0,365684077,68.0,71.0,0.719,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1095,68.0,365770312,69.0,72.0,0.699,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1096,47.0,431444571,53.0,40.0,0.679,XDS,30.0,92.0,2.0,,2022-09-20,10:16
1097,64.0,443256657,69.0,69.0,1.246,XDS,30.0,97.0,3.0,,2022-09-20,10:16
1098,64.0,365684019,69.0,84.0,0.608,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1099,64.0,365770306,69.0,79.0,0.646,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1100,42.0,365714512,40.0,31.0,1.389,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1101,43.0,443258384,42.0,55.0,1.566,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1102,50.0,365669274,50.0,50.0,0.86,XDS,20.0,,3.0,,2022-09-20,10:16
1103,43.0,431444120,40.0,43.0,1.0,XDS,20.0,,3.0,,2022-09-20,10:16
1104,43.0,365669239,40.0,43.0,1.0,XDS,20.0,,3.0,,2022-09-20,10:16
1105,37.0,365772266,40.0,37.0,0.236,XDS,20.0,,2.0,,2022-09-20,10:16
1106,47.0,406789193,48.0,51.0,0.227,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1107,55.0,406789192,58.0,55.0,0.215,XDS,20.0,,3.0,,2022-09-20,10:16
1108,47.0,406789190,50.0,29.0,0.132,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1109,29.0,406789189,29.0,39.0,0.142,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1110,29.0,406789195,29.0,16.0,0.524,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1111,53.0,406789191,60.0,31.0,0.265,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1112,53.0,332675515,60.0,11.0,0.727,XDS,30.0,100.0,0.0,,2022-09-20,10:16
1113,48.0,365658976,55.0,60.0,0.167,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1114,48.0,406789194,55.0,32.0,0.262,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1115,50.0,406789595,55.0,48.0,0.118,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1116,50.0,406789596,55.0,45.0,0.078,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1117,43.0,365677859,45.0,34.0,0.162,XDS,30.0,93.0,2.0,,2022-09-20,10:16
1118,43.0,406789601,45.0,34.0,0.22,XDS,30.0,93.0,2.0,,2022-09-20,10:16
1119,43.0,406789602,45.0,39.0,0.067,XDS,30.0,93.0,2.0,,2022-09-20,10:16
1120,61.0,406789599,64.0,63.0,0.296,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1121,51.0,365768108,55.0,56.0,1.539,XDS,30.0,77.0,3.0,,2022-09-20,10:16
1122,55.0,431449139,58.0,60.0,0.978,XDS,30.0,92.0,3.0,,2022-09-20,10:16
1123,66.0,365738316,69.0,50.0,0.373,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1124,55.0,365767817,56.0,48.0,1.795,XDS,30.0,70.0,2.0,,2022-09-20,10:16
1125,61.0,365752494,64.0,63.0,0.93,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1126,55.0,365755939,56.0,55.0,1.06,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1127,51.0,365755885,51.0,55.0,1.06,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1128,27.0,365752435,29.0,43.0,1.282,XDS,30.0,65.0,3.0,,2022-09-20,10:16
1129,32.0,365715194,34.0,35.0,1.558,XDS,30.0,96.0,3.0,,2022-09-20,10:16
1130,23.0,332782872,24.0,10.0,0.826,XDS,30.0,99.0,1.0,,2022-09-20,10:16
1131,27.0,365768767,31.0,32.0,1.443,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1132,29.0,365738725,34.0,35.0,1.831,XDS,30.0,68.0,3.0,,2022-09-20,10:16
1133,35.0,365686852,43.0,34.0,1.953,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1134,56.0,365755830,56.0,68.0,0.855,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1135,27.0,365768752,31.0,23.0,2.1,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1136,27.0,365738707,34.0,27.0,2.374,XDS,30.0,68.0,2.0,,2022-09-20,10:16
1137,34.0,365686909,37.0,35.0,1.844,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1138,45.0,443276668,48.0,23.0,0.687,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1139,45.0,460613391,48.0,43.0,1.807,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1140,43.0,460604429,47.0,43.0,1.849,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1141,43.0,443276667,47.0,27.0,0.585,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1142,56.0,365755859,56.0,43.0,1.332,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1143,55.0,365755922,53.0,68.0,0.842,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1144,55.0,365755810,53.0,40.0,1.397,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1145,32.0,255978039,34.0,37.0,0.236,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1146,40.0,260256019,45.0,43.0,0.198,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1147,60.0,406789200,60.0,69.0,0.136,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1148,60.0,365657869,60.0,50.0,0.217,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1149,47.0,406789202,50.0,47.0,0.131,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1150,47.0,365627614,50.0,39.0,0.162,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1151,56.0,365722632,55.0,50.0,0.159,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1152,56.0,406789203,55.0,23.0,0.28,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1153,39.0,443274310,40.0,37.0,0.592,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1154,42.0,443274309,42.0,32.0,0.684,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1155,60.0,443276449,66.0,60.0,1.54,XDS,20.0,,2.0,,2022-09-20,10:16
1156,71.0,431443180,71.0,66.0,0.223,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1157,56.0,406797609,56.0,69.0,0.804,XDS,30.0,92.0,3.0,,2022-09-20,10:16
1158,71.0,406797610,71.0,76.0,0.739,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1159,66.0,431443181,69.0,56.0,0.262,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1160,66.0,406797489,69.0,63.0,0.893,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1161,51.0,406797490,55.0,68.0,0.828,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1162,64.0,365639048,69.0,47.0,0.987,XDS,30.0,98.0,2.0,,2022-09-20,10:16
1163,64.0,365698493,69.0,68.0,0.668,XDS,30.0,98.0,3.0,,2022-09-20,10:16
1164,71.0,460613393,76.0,76.0,1.034,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1165,76.0,365697182,84.0,77.0,0.43,XDS,20.0,,2.0,,2022-09-20,10:16
1166,76.0,406805899,84.0,77.0,0.59,XDS,20.0,,2.0,,2022-09-20,10:16
1167,13.0,463608933,14.0,14.0,0.178,XDS,20.0,,3.0,,2022-09-20,10:16
1168,13.0,463607688,14.0,14.0,0.174,XDS,20.0,,3.0,,2022-09-20,10:16
1169,40.0,332592982,40.0,43.0,1.309,XDS,30.0,3.0,3.0,,2022-09-20,10:16
1170,55.0,332546961,55.0,32.0,1.759,XDS,30.0,91.0,1.0,,2022-09-20,10:16
1171,45.0,332593683,48.0,42.0,1.34,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1172,39.0,332768910,40.0,39.0,1.481,XDS,30.0,95.0,3.0,,2022-09-20,10:16
1173,56.0,406789683,58.0,48.0,0.14,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1174,60.0,460613394,63.0,61.0,0.906,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1175,53.0,365665705,60.0,40.0,0.091,XDS,30.0,99.0,2.0,,2022-09-20,10:16
1176,42.0,406789687,50.0,56.0,0.209,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1177,60.0,406805898,66.0,63.0,0.036,XDS,20.0,,3.0,,2022-09-20,10:16
1178,60.0,365714569,66.0,63.0,0.877,XDS,20.0,,3.0,,2022-09-20,10:16
1179,34.0,365664542,35.0,34.0,0.342,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1180,55.0,406789682,58.0,56.0,0.179,XDS,30.0,99.0,3.0,,2022-09-20,10:16
1181,55.0,365664524,58.0,43.0,0.27,XDS,30.0,99.0,2.0,,2022-09-20,10:16
1182,45.0,406789684,47.0,47.0,0.123,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1183,45.0,365697801,47.0,55.0,0.233,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1184,45.0,406789688,47.0,35.0,0.065,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1185,47.0,406789685,53.0,27.0,0.214,XDS,30.0,71.0,1.0,,2022-09-20,10:16
1186,47.0,365696685,53.0,39.0,0.323,XDS,30.0,71.0,2.0,,2022-09-20,10:16
1187,39.0,406789686,45.0,53.0,0.225,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1188,39.0,406805897,45.0,53.0,0.043,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1189,39.0,443257613,45.0,40.0,0.504,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1190,39.0,443257614,45.0,43.0,0.545,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1191,35.0,365723915,42.0,26.0,1.796,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1192,37.0,332722041,39.0,43.0,1.309,XDS,30.0,93.0,3.0,,2022-09-20,10:16
1193,35.0,365723899,43.0,31.0,1.506,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1194,35.0,443257615,43.0,27.0,0.837,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1195,35.0,443257616,43.0,43.0,0.468,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1196,26.0,365667155,31.0,27.0,2.451,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1197,26.0,365667284,31.0,27.0,2.451,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1198,55.0,365667077,55.0,51.0,1.225,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1199,55.0,365667190,55.0,43.0,1.481,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1200,55.0,365667211,56.0,51.0,1.225,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1201,55.0,365667099,56.0,55.0,1.18,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1202,58.0,365649671,60.0,63.0,0.881,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1203,64.0,365649637,68.0,48.0,1.148,XDS,30.0,95.0,2.0,,2022-09-20,10:16
1204,56.0,365649730,58.0,45.0,1.225,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1205,61.0,365649618,61.0,58.0,0.957,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1206,55.0,365711936,55.0,55.0,1.715,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1207,53.0,365712038,53.0,55.0,1.684,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1208,64.0,263860097,69.0,64.0,1.267,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1209,60.0,255641496,66.0,55.0,1.498,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1210,51.0,365715754,55.0,69.0,0.79,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1211,53.0,365715735,56.0,42.0,1.299,XDS,30.0,0.0,2.0,,2022-09-20,10:16
1212,72.0,365674468,66.0,69.0,0.872,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1213,72.0,365674509,66.0,58.0,0.618,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1214,68.0,365674491,61.0,60.0,0.598,XDS,30.0,0.0,3.0,,2022-09-20,10:16
1215,68.0,365674450,61.0,60.0,1.003,XDS,30.0,0.0,3.0,,2022-09-20,10:16
1216,40.0,332593994,45.0,39.0,0.348,XDS,30.0,0.0,2.0,,2022-09-20,10:16
1217,39.0,332769307,42.0,39.0,0.357,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1218,26.0,365614392,27.0,26.0,0.27,XDS,20.0,,3.0,,2022-09-20,10:16
1219,21.0,365614410,26.0,21.0,0.334,XDS,20.0,,2.0,,2022-09-20,10:16
1220,29.0,365778305,31.0,29.0,0.746,XDS,20.0,,3.0,,2022-09-20,10:16
1221,32.0,365778309,31.0,31.0,0.721,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1222,68.0,365622165,72.0,68.0,0.902,XDS,20.0,,3.0,,2022-09-20,10:16
1223,63.0,365622069,66.0,63.0,0.974,XDS,20.0,,3.0,,2022-09-20,10:16
1224,56.0,431442892,66.0,64.0,1.328,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1225,56.0,365779636,60.0,56.0,1.518,XDS,20.0,,3.0,,2022-09-20,10:16
1226,51.0,365750445,51.0,45.0,1.159,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1227,51.0,365621447,51.0,98.0,0.445,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1228,53.0,365657086,58.0,51.0,1.111,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1229,53.0,431448831,58.0,34.0,0.412,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1230,56.0,365752769,64.0,63.0,0.73,XDS,30.0,0.0,3.0,,2022-09-20,10:16
1231,50.0,460610585,53.0,40.0,1.122,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1232,50.0,460613019,53.0,56.0,0.781,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1233,47.0,460610586,55.0,21.0,2.191,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1234,47.0,460613018,55.0,64.0,0.695,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1235,58.0,431452217,61.0,56.0,0.745,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1236,42.0,365662704,47.0,43.0,1.665,XDS,30.0,95.0,3.0,,2022-09-20,10:16
1237,63.0,365752807,72.0,84.0,0.896,XDS,30.0,0.0,3.0,,2022-09-20,10:16
1238,23.0,460614696,26.0,19.0,1.334,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1239,24.0,460614695,24.0,23.0,1.16,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1240,14.0,431442805,14.0,14.0,0.082,XDS,20.0,,3.0,,2022-09-20,10:16
1241,13.0,431442806,13.0,13.0,0.087,XDS,20.0,,3.0,,2022-09-20,10:16
1242,8.0,431442804,13.0,8.0,0.128,XDS,20.0,,1.0,,2022-09-20,10:16
1243,35.0,406795209,39.0,35.0,0.166,XDS,20.0,,2.0,,2022-09-20,10:16
1244,35.0,365689822,39.0,35.0,0.161,XDS,20.0,,2.0,,2022-09-20,10:16
1245,35.0,406795208,37.0,32.0,0.182,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1246,35.0,365689921,37.0,35.0,0.161,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1247,39.0,255646264,43.0,35.0,0.234,XDS,30.0,99.0,2.0,,2022-09-20,10:16
1248,39.0,332731463,43.0,43.0,0.036,XDS,30.0,99.0,3.0,,2022-09-20,10:16
1249,39.0,431452092,42.0,37.0,0.769,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1250,39.0,431456241,42.0,43.0,0.219,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1251,27.0,365750248,34.0,34.0,0.836,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1252,27.0,431456242,34.0,31.0,0.303,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1253,27.0,431452093,27.0,19.0,0.751,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1254,27.0,460610580,27.0,18.0,0.576,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1255,31.0,365683205,31.0,34.0,1.121,XDS,30.0,93.0,3.0,,2022-09-20,10:16
1256,27.0,431442642,32.0,14.0,1.57,XDS,30.0,96.0,1.0,,2022-09-20,10:16
1257,31.0,332546648,35.0,39.0,2.114,XDS,30.0,96.0,3.0,,2022-09-20,10:16
1258,27.0,332583844,32.0,21.0,0.249,XDS,30.0,96.0,2.0,,2022-09-20,10:16
1259,27.0,260433388,32.0,19.0,0.809,XDS,30.0,96.0,1.0,,2022-09-20,10:16
1260,29.0,431442643,34.0,14.0,1.57,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1261,34.0,332769254,39.0,35.0,2.29,XDS,30.0,74.0,2.0,,2022-09-20,10:16
1262,29.0,332731379,34.0,21.0,0.249,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1263,29.0,255890837,34.0,16.0,1.011,XDS,30.0,100.0,1.0,,2022-09-20,10:16
1264,77.0,365640184,76.0,76.0,1.169,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1265,39.0,365640297,39.0,37.0,0.976,XDS,20.0,,3.0,,2022-09-20,10:16
1266,69.0,365621832,71.0,56.0,0.89,XDS,30.0,100.0,2.0,,2022-09-20,10:16
1267,69.0,365621830,71.0,69.0,0.854,XDS,30.0,100.0,3.0,,2022-09-20,10:16
1268,45.0,365621809,43.0,45.0,1.008,XDS,20.0,,3.0,,2022-09-20,10:16
1269,66.0,365621886,68.0,64.0,0.957,XDS,20.0,,3.0,,2022-09-20,10:16
1270,66.0,365621813,68.0,64.0,0.615,XDS,20.0,,3.0,,2022-09-20,10:16
1271,40.0,365621756,42.0,40.0,1.037,XDS,20.0,,3.0,,2022-09-20,10:16
1272,53.0,365627521,55.0,53.0,0.997,XDS,30.0,0.0,3.0,,2022-09-20,10:16
1273,53.0,365774350,55.0,53.0,1.005,XDS,30.0,0.0,3.0,,2022-09-20,10:16
1274,51.0,365627579,55.0,53.0,1.005,XDS,30.0,0.0,3.0,,2022-09-20,10:16
1275,51.0,365627465,55.0,53.0,0.996,XDS,30.0,0.0,3.0,,2022-09-20,10:16
1276,64.0,365621732,68.0,63.0,0.903,XDS,30.0,86.0,3.0,,2022-09-20,10:16
1277,76.0,365621620,77.0,79.0,0.642,XDS,30.0,54.0,3.0,,2022-09-20,10:16
1278,71.0,365621676,72.0,68.0,0.988,XDS,20.0,,3.0,,2022-09-20,10:16
1279,71.0,365621714,72.0,68.0,0.495,XDS,20.0,,3.0,,2022-09-20,10:16
1280,76.0,365621637,79.0,90.0,0.634,XDS,30.0,51.0,3.0,,2022-09-20,10:16
1281,77.0,365621544,80.0,77.0,0.741,XDS,20.0,,3.0,,2022-09-20,10:16
